order_id,customer_id,order_status,order_purchase_timestamp,customer_state,payment_type,payment_installments,payment_value,n_items,total_product_value,total_freight,primary_category,order_month,order_hour,order_dow,is_completed,was_late,review_score
ord_000018,cust_03434,delivered,2018-08-02 14:59:00,PR,credit_card,1,593.08,1,573.98,19.1,computers_accessories,2018-08,14,Thursday,1,0,5.0
ord_000019,cust_00594,delivered,2018-07-31 23:04:00,SP,boleto,1,1847.56,3,1759.6599999999999,87.9,fashion_bags_accessories,2018-07,23,Tuesday,1,0,1.0
ord_000020,cust_04543,delivered,2017-04-17 21:08:00,SP,credit_card,1,433.62,1,399.07,34.55,sports_leisure,2017-04,21,Monday,1,1,4.0
ord_000021,cust_02162,delivered,2017-09-15 20:54:00,MG,credit_card,1,536.23,1,504.66,31.57,bed_bath_table,2017-09,20,Friday,1,0,5.0
ord_000022,cust_04519,delivered,2018-07-29 00:04:00,SC,debit_card,1,398.37,1,384.89,13.48,babies,2018-07,0,Sunday,1,0,3.0
ord_000023,cust_02525,delivered,2017-02-10 20:13:00,RJ,boleto,1,949.47,2,878.52,70.95,fashion_bags_accessories,2017-02,20,Friday,1,0,5.0
ord_000024,cust_01450,delivered,2017-01-26 09:59:00,CE,credit_card,5,186.48,1,172.59,13.89,cool_stuff,2017-01,9,Thursday,1,1,3.0
ord_000025,cust_00317,delivered,2017-08-16 10:58:00,PE,credit_card,2,552.55,2,493.2,59.349999999999994,sports_leisure,2017-08,10,Wednesday,1,0,5.0
ord_000026,cust_05566,delivered,2018-07-04 11:01:00,SE,credit_card,1,69.36,1,39.29,30.07,pet_shop,2018-07,11,Wednesday,1,0,5.0
ord_000027,cust_03574,processing,2018-06-08 08:57:00,RS,boleto,1,391.54,1,356.92,34.62,stationery,2018-06,8,Friday,0,0,
ord_000028,cust_06078,delivered,2017-07-21 12:04:00,SC,debit_card,1,632.77,1,613.66,19.11,electronics,2017-07,12,Friday,1,1,2.0
ord_000029,cust_03345,delivered,2017-10-30 14:12:00,SP,credit_card,6,623.14,2,584.34,38.8,health_beauty,2017-10,14,Monday,1,1,4.0
ord_000030,cust_02639,delivered,2018-03-29 16:32:00,RJ,credit_card,1,345.28,2,269.5,75.78,garden_tools,2018-03,16,Thursday,1,1,2.0
ord_000031,cust_01631,delivered,2017-02-17 10:30:00,SP,boleto,1,172.24,1,138.47,33.77,garden_tools,2017-02,10,Friday,1,1,3.0
ord_000032,cust_01998,canceled,2017-01-06 20:55:00,SP,boleto,1,482.09,1,456.9,25.19,toys,2017-01,20,Friday,0,0,
ord_000033,cust_04566,delivered,2017-05-05 13:51:00,SP,credit_card,5,611.73,1,581.06,30.67,food_drink,2017-05,13,Friday,1,1,3.0
ord_000034,cust_04488,delivered,2017-06-12 17:30:00,RJ,credit_card,1,377.22,1,346.03,31.19,perfumery,2017-06,17,Monday,1,1,1.0
ord_000035,cust_02340,delivered,2017-12-10 11:34:00,SP,credit_card,3,78.87,1,55.79,23.08,auto,2017-12,11,Sunday,1,1,3.0
ord_000036,cust_01694,canceled,2018-02-03 20:37:00,GO,debit_card,1,227.05,1,204.62,22.43,food_drink,2018-02,20,Saturday,0,0,
ord_000037,cust_03432,delivered,2018-07-14 18:57:00,MG,credit_card,5,609.19,1,571.66,37.53,computers_accessories,2018-07,18,Saturday,1,1,4.0
ord_000038,cust_01045,delivered,2018-07-01 01:25:00,SE,boleto,1,318.04,1,308.18,9.86,health_beauty,2018-07,1,Sunday,1,0,4.0
ord_000039,cust_01733,delivered,2017-12-12 17:24:00,RJ,credit_card,12,55.27,1,27.31,27.96,bed_bath_table,2017-12,17,Tuesday,1,1,2.0
ord_000040,cust_05325,canceled,2017-02-11 17:15:00,SP,credit_card,2,130.71,1,87.64,43.07,housewares,2017-02,17,Saturday,0,0,
ord_000041,cust_02099,delivered,2017-06-21 15:47:00,BA,boleto,1,793.78,3,718.01,75.77,bed_bath_table,2017-06,15,Wednesday,1,0,5.0
ord_000042,cust_00834,delivered,2017-11-05 19:38:00,SC,voucher,1,665.95,2,604.81,61.14,furniture_decor,2017-11,19,Sunday,1,1,4.0
ord_000043,cust_00864,delivered,2018-01-06 15:53:00,RJ,credit_card,5,570.54,2,508.52,62.019999999999996,pet_shop,2018-01,15,Saturday,1,0,4.0
ord_000044,cust_02011,delivered,2017-03-30 11:28:00,GO,credit_card,3,447.58,1,427.55,20.03,furniture_decor,2017-03,11,Thursday,1,0,4.0
ord_000045,cust_02116,unavailable,2017-10-10 14:33:00,SP,debit_card,1,485.44,1,453.54,31.9,perfumery,2017-10,14,Tuesday,0,0,
ord_000046,cust_04020,delivered,2017-01-18 08:14:00,RJ,credit_card,5,375.88,1,352.14,23.74,housewares,2017-01,8,Wednesday,1,1,2.0
ord_000047,cust_05757,delivered,2017-11-10 10:07:00,RJ,boleto,1,148.58,1,132.57,16.01,perfumery,2017-11,10,Friday,1,1,3.0
ord_000048,cust_05935,delivered,2018-06-22 15:06:00,RS,voucher,1,372.33,1,354.18,18.15,bed_bath_table,2018-06,15,Friday,1,0,5.0
ord_000049,cust_04533,delivered,2017-05-10 15:48:00,SP,credit_card,1,275.07,1,231.35,43.72,housewares,2017-05,15,Wednesday,1,1,5.0
ord_000050,cust_00934,canceled,2018-02-15 13:36:00,GO,boleto,1,395.6,2,348.36,47.239999999999995,food_drink,2018-02,13,Thursday,0,0,
ord_000051,cust_05066,delivered,2018-06-20 12:58:00,SP,credit_card,10,437.5,1,402.12,35.38,garden_tools,2018-06,12,Wednesday,1,1,2.0
ord_000052,cust_01728,canceled,2017-03-25 09:11:00,SP,boleto,1,216.51,1,199.95,16.56,telephony,2017-03,9,Saturday,0,0,
ord_000053,cust_05791,delivered,2018-04-10 07:14:00,SP,debit_card,1,152.87,1,140.62,12.25,toys,2018-04,7,Tuesday,1,0,4.0
ord_000054,cust_01220,delivered,2017-05-26 07:10:00,PA,boleto,1,242.44,1,208.1,34.34,housewares,2017-05,7,Friday,1,0,4.0
ord_000055,cust_04423,delivered,2017-03-24 15:56:00,MG,credit_card,3,483.02,1,443.18,39.84,sports_leisure,2017-03,15,Friday,1,0,1.0
ord_000056,cust_05507,delivered,2018-08-14 05:48:00,GO,credit_card,1,1124.42,3,1032.3200000000002,92.1,health_beauty,2018-08,5,Tuesday,1,1,4.0
ord_000057,cust_02361,delivered,2018-02-15 18:35:00,PR,credit_card,12,298.69,1,271.65,27.04,pet_shop,2018-02,18,Thursday,1,0,5.0
ord_000058,cust_04444,delivered,2017-02-25 09:23:00,RJ,boleto,1,1014.47,2,959.66,54.81,health_beauty,2017-02,9,Saturday,1,0,5.0
ord_000059,cust_04987,canceled,2017-06-12 11:00:00,DF,boleto,1,569.85,1,543.41,26.44,health_beauty,2017-06,11,Monday,0,0,
ord_000060,cust_05870,delivered,2017-10-07 12:30:00,SP,debit_card,1,431.21,1,395.6,35.61,health_beauty,2017-10,12,Saturday,1,1,1.0
ord_000061,cust_00571,delivered,2018-03-01 11:50:00,SP,credit_card,1,829.71,2,771.37,58.34,babies,2018-03,11,Thursday,1,0,5.0
ord_000062,cust_03090,delivered,2017-11-26 19:44:00,RJ,credit_card,8,814.7,2,748.05,66.65,bed_bath_table,2017-11,19,Sunday,1,1,5.0
ord_000063,cust_04057,delivered,2017-05-10 13:37:00,RN,credit_card,2,339.88,1,305.15,34.73,watches_gifts,2017-05,13,Wednesday,1,1,4.0
ord_000064,cust_01264,delivered,2017-09-29 11:44:00,SP,credit_card,1,890.42,2,830.4200000000001,60.0,electronics,2017-09,11,Friday,1,0,2.0
ord_000065,cust_05170,delivered,2017-10-22 23:47:00,PR,credit_card,10,330.42,1,296.74,33.68,fashion_bags_accessories,2017-10,23,Sunday,1,1,1.0
ord_000066,cust_00459,delivered,2018-01-19 13:15:00,SP,boleto,1,424.18,1,402.03,22.15,health_beauty,2018-01,13,Friday,1,1,4.0
ord_000067,cust_04076,delivered,2017-05-27 10:40:00,PA,credit_card,10,378.19,1,362.09,16.1,sports_leisure,2017-05,10,Saturday,1,1,5.0
ord_000068,cust_02450,delivered,2018-03-11 16:29:00,RS,voucher,1,884.01,2,853.9200000000001,30.090000000000003,bed_bath_table,2018-03,16,Sunday,1,1,4.0
ord_000069,cust_03242,canceled,2018-08-03 19:49:00,SP,boleto,1,693.21,2,661.6700000000001,31.54,books_general_interest,2018-08,19,Friday,0,0,
ord_000070,cust_02053,canceled,2017-05-21 15:57:00,PR,boleto,1,169.64,1,127.98,41.66,furniture_decor,2017-05,15,Sunday,0,0,
ord_000071,cust_02676,delivered,2017-06-29 10:50:00,BA,boleto,1,161.31,1,119.49,41.82,sports_leisure,2017-06,10,Thursday,1,1,5.0
ord_000072,cust_02417,delivered,2017-12-13 18:29:00,BA,debit_card,1,965.58,2,884.53,81.05,cool_stuff,2017-12,18,Wednesday,1,0,1.0
ord_000073,cust_04395,delivered,2018-01-13 16:43:00,SP,credit_card,10,679.38,3,590.11,89.27,bed_bath_table,2018-01,16,Saturday,1,1,2.0
ord_000074,cust_03344,delivered,2017-02-16 21:19:00,SP,debit_card,1,975.07,2,918.75,56.32000000000001,health_beauty,2017-02,21,Thursday,1,0,5.0
ord_000075,cust_01265,delivered,2017-04-12 19:39:00,CE,credit_card,2,314.12,1,297.38,16.74,sports_leisure,2017-04,19,Wednesday,1,0,5.0
ord_000076,cust_03009,delivered,2018-01-03 07:17:00,MG,credit_card,12,248.81,2,196.81,52.0,bed_bath_table,2018-01,7,Wednesday,1,1,4.0
ord_000077,cust_01681,delivered,2018-07-22 10:13:00,SP,voucher,1,56.56,1,16.8,39.76,books_general_interest,2018-07,10,Sunday,1,1,1.0
ord_000078,cust_01064,canceled,2017-06-28 08:55:00,MG,credit_card,2,196.2,1,183.51,12.69,bed_bath_table,2017-06,8,Wednesday,0,0,
ord_000079,cust_00931,delivered,2018-05-03 13:23:00,BA,credit_card,4,518.42,1,476.8,41.62,telephony,2018-05,13,Thursday,1,1,2.0
ord_000080,cust_05270,delivered,2017-03-04 23:54:00,RN,credit_card,1,781.76,1,761.84,19.92,computers_accessories,2017-03,23,Saturday,1,1,1.0
ord_000081,cust_05114,delivered,2018-07-16 16:24:00,RS,debit_card,1,686.43,1,674.2,12.23,computers_accessories,2018-07,16,Monday,1,1,4.0
ord_000082,cust_04516,delivered,2017-08-09 12:56:00,SC,credit_card,1,233.03,1,213.47,19.56,cool_stuff,2017-08,12,Wednesday,1,1,5.0
ord_000083,cust_05626,delivered,2017-03-10 08:05:00,MA,credit_card,3,96.49,1,53.09,43.4,health_beauty,2017-03,8,Friday,1,1,4.0
ord_000084,cust_03365,delivered,2018-03-10 19:46:00,RJ,credit_card,1,182.39,1,150.09,32.3,telephony,2018-03,19,Saturday,1,0,3.0
ord_000085,cust_04556,delivered,2017-10-13 14:51:00,RJ,credit_card,1,991.69,2,964.82,26.869999999999997,telephony,2017-10,14,Friday,1,1,4.0
ord_000086,cust_02531,delivered,2017-12-26 00:55:00,MA,credit_card,1,70.08,1,34.47,35.61,garden_tools,2017-12,0,Tuesday,1,0,4.0
ord_000087,cust_02792,delivered,2017-11-16 16:49:00,SP,debit_card,1,57.62,1,46.6,11.02,perfumery,2017-11,16,Thursday,1,0,5.0
ord_000088,cust_03473,canceled,2018-03-29 12:13:00,MG,boleto,1,419.14,1,391.64,27.5,auto,2018-03,12,Thursday,0,0,
ord_000089,cust_02526,delivered,2018-02-09 23:03:00,SP,credit_card,3,512.49,2,487.27000000000004,25.22,perfumery,2018-02,23,Friday,1,0,4.0
ord_000090,cust_04577,delivered,2017-12-29 07:55:00,GO,boleto,1,1075.39,3,996.26,79.13,electronics,2017-12,7,Friday,1,1,4.0
ord_000091,cust_05649,delivered,2017-04-01 13:06:00,MA,credit_card,6,504.79,1,488.59,16.2,fashion_bags_accessories,2017-04,13,Saturday,1,1,1.0
ord_000092,cust_05187,delivered,2018-06-07 09:49:00,SP,credit_card,1,97.75,1,80.28,17.47,health_beauty,2018-06,9,Thursday,1,1,2.0
ord_000093,cust_05369,delivered,2018-05-21 13:36:00,SP,boleto,1,264.17,1,220.24,43.93,pet_shop,2018-05,13,Monday,1,0,4.0
ord_000094,cust_03602,delivered,2018-03-29 15:50:00,SP,credit_card,1,60.52,1,38.88,21.64,housewares,2018-03,15,Thursday,1,1,4.0
ord_000095,cust_00739,delivered,2018-06-04 12:37:00,RS,boleto,1,448.82,1,428.92,19.9,babies,2018-06,12,Monday,1,0,5.0
ord_000096,cust_01235,delivered,2018-04-07 08:57:00,RN,voucher,1,196.52,1,172.32,24.2,health_beauty,2018-04,8,Saturday,1,0,5.0
ord_000097,cust_04282,delivered,2018-01-08 12:18:00,RS,credit_card,1,436.48,1,426.04,10.44,toys,2018-01,12,Monday,1,1,4.0
ord_000098,cust_02327,delivered,2017-06-03 11:37:00,SP,boleto,1,1091.59,3,1006.84,84.75,auto,2017-06,11,Saturday,1,0,5.0
ord_000099,cust_06052,delivered,2018-06-24 08:42:00,AM,credit_card,1,655.76,1,616.77,38.99,sports_leisure,2018-06,8,Sunday,1,0,3.0
ord_000100,cust_00632,delivered,2017-04-14 13:34:00,SP,voucher,1,437.55,1,407.45,30.1,fashion_bags_accessories,2017-04,13,Friday,1,0,3.0
ord_000101,cust_01481,delivered,2017-06-19 16:02:00,GO,credit_card,5,1344.57,3,1248.6599999999999,95.91,telephony,2017-06,16,Monday,1,0,5.0
ord_000102,cust_03609,delivered,2017-10-16 17:32:00,RJ,boleto,1,579.29,1,569.36,9.93,telephony,2017-10,17,Monday,1,1,3.0
ord_000103,cust_03040,delivered,2017-04-16 16:33:00,MG,voucher,1,379.73,1,340.98,38.75,housewares,2017-04,16,Sunday,1,1,1.0
ord_000104,cust_01818,delivered,2017-12-24 21:26:00,GO,credit_card,1,177.37,1,157.58,19.79,bed_bath_table,2017-12,21,Sunday,1,0,5.0
ord_000105,cust_02746,delivered,2017-05-21 04:58:00,DF,voucher,1,612.74,2,557.69,55.050000000000004,housewares,2017-05,4,Sunday,1,0,5.0
ord_000106,cust_04987,unavailable,2017-04-24 17:15:00,MG,credit_card,3,93.84,1,54.88,38.96,garden_tools,2017-04,17,Monday,0,0,
ord_000107,cust_04391,delivered,2018-06-12 14:45:00,SP,credit_card,3,166.66,1,133.94,32.72,telephony,2018-06,14,Tuesday,1,1,3.0
ord_000108,cust_04309,delivered,2018-06-04 14:24:00,MG,voucher,1,1620.24,4,1493.4099999999999,126.83,sports_leisure,2018-06,14,Monday,1,1,2.0
ord_000109,cust_05608,delivered,2018-05-06 15:51:00,RJ,credit_card,1,558.12,1,517.35,40.77,health_beauty,2018-05,15,Sunday,1,1,2.0
ord_000110,cust_03262,unavailable,2018-07-11 13:02:00,TO,boleto,1,764.76,2,723.8499999999999,40.91,bed_bath_table,2018-07,13,Wednesday,0,0,
ord_000111,cust_03602,delivered,2018-01-31 11:11:00,CE,credit_card,4,487.62,1,476.7,10.92,toys,2018-01,11,Wednesday,1,0,5.0
ord_000112,cust_04468,delivered,2017-04-16 07:42:00,SP,credit_card,8,247.8,1,238.23,9.57,auto,2017-04,7,Sunday,1,1,3.0
ord_000113,cust_03563,delivered,2017-02-28 07:40:00,SP,credit_card,6,136.14,1,105.66,30.48,food_drink,2017-02,7,Tuesday,1,1,1.0
ord_000114,cust_00550,delivered,2018-01-11 12:36:00,SP,credit_card,3,1100.71,3,1004.2199999999999,96.49,furniture_decor,2018-01,12,Thursday,1,1,3.0
ord_000115,cust_04601,delivered,2017-09-24 16:13:00,SP,debit_card,1,76.41,1,62.02,14.39,health_beauty,2017-09,16,Sunday,1,1,4.0
ord_000116,cust_00719,delivered,2017-11-24 16:45:00,DF,credit_card,1,985.99,2,941.9100000000001,44.08,cool_stuff,2017-11,16,Friday,1,0,3.0
ord_000117,cust_04047,delivered,2018-07-22 14:29:00,SP,voucher,1,601.36,2,543.6800000000001,57.68,bed_bath_table,2018-07,14,Sunday,1,1,3.0
ord_000118,cust_01026,delivered,2017-03-17 13:43:00,AL,credit_card,1,955.64,2,901.8399999999999,53.8,garden_tools,2017-03,13,Friday,1,1,2.0
ord_000119,cust_01348,delivered,2017-08-19 11:33:00,SP,debit_card,1,220.41,1,189.28,31.13,food_drink,2017-08,11,Saturday,1,0,5.0
ord_000120,cust_00765,delivered,2017-06-22 14:37:00,MG,credit_card,3,1120.23,3,1051.81,68.42,furniture_decor,2017-06,14,Thursday,1,1,4.0
ord_000121,cust_00248,delivered,2018-07-13 11:19:00,MG,credit_card,2,466.12,1,452.27,13.85,housewares,2018-07,11,Friday,1,1,3.0
ord_000122,cust_02786,delivered,2017-11-17 19:20:00,RS,boleto,1,502.95,1,483.14,19.81,furniture_decor,2017-11,19,Friday,1,1,3.0
ord_000123,cust_02191,delivered,2017-05-25 08:18:00,RJ,debit_card,1,171.45,1,151.33,20.12,electronics,2017-05,8,Thursday,1,1,3.0
ord_000124,cust_02561,delivered,2017-06-13 13:32:00,SP,credit_card,1,379.73,1,335.96,43.77,food_drink,2017-06,13,Tuesday,1,1,3.0
ord_000125,cust_00414,delivered,2018-04-27 11:00:00,SP,voucher,1,437.27,2,385.98,51.29,perfumery,2018-04,11,Friday,1,0,2.0
ord_000126,cust_04130,canceled,2018-07-18 11:39:00,RJ,boleto,1,273.06,1,230.32,42.74,toys,2018-07,11,Wednesday,0,0,
ord_000127,cust_06184,delivered,2018-06-06 12:02:00,SP,credit_card,2,776.84,2,716.0,60.839999999999996,watches_gifts,2018-06,12,Wednesday,1,0,5.0
ord_000128,cust_02451,delivered,2018-06-04 19:34:00,RS,credit_card,5,1175.77,2,1096.67,79.1,furniture_decor,2018-06,19,Monday,1,1,1.0
ord_000129,cust_03887,delivered,2018-08-16 14:46:00,SP,credit_card,5,562.61,1,549.14,13.47,garden_tools,2018-08,14,Thursday,1,1,1.0
ord_000130,cust_05738,delivered,2017-01-20 13:26:00,SP,credit_card,5,353.86,1,314.47,39.39,telephony,2017-01,13,Friday,1,1,4.0
ord_000131,cust_04249,delivered,2017-11-29 23:30:00,SP,boleto,1,394.89,1,361.88,33.01,watches_gifts,2017-11,23,Wednesday,1,0,5.0
ord_000132,cust_05576,delivered,2017-09-28 15:12:00,PR,debit_card,1,222.68,1,203.99,18.69,pet_shop,2017-09,15,Thursday,1,0,4.0
ord_000133,cust_05775,delivered,2018-05-07 11:59:00,MG,debit_card,1,300.38,1,256.11,44.27,auto,2018-05,11,Monday,1,0,5.0
ord_000134,cust_01199,delivered,2017-10-22 22:05:00,SP,credit_card,5,758.3,2,728.23,30.07,sports_leisure,2017-10,22,Sunday,1,0,4.0
ord_000135,cust_00415,delivered,2018-06-28 10:14:00,PR,credit_card,12,145.98,1,102.29,43.69,auto,2018-06,10,Thursday,1,1,2.0
ord_000136,cust_05348,delivered,2018-05-03 13:12:00,MT,boleto,1,101.05,1,71.81,29.24,books_general_interest,2018-05,13,Thursday,1,0,5.0
ord_000137,cust_05923,delivered,2017-02-08 20:11:00,ES,credit_card,3,1742.5,4,1602.8400000000001,139.66,computers_accessories,2017-02,20,Wednesday,1,0,5.0
ord_000138,cust_01099,delivered,2018-04-25 11:51:00,ES,credit_card,1,44.41,1,23.94,20.47,cool_stuff,2018-04,11,Wednesday,1,1,4.0
ord_000139,cust_01582,delivered,2018-02-20 18:32:00,SP,credit_card,1,237.67,1,220.49,17.18,health_beauty,2018-02,18,Tuesday,1,0,4.0
ord_000140,cust_06174,processing,2017-12-04 11:46:00,SP,boleto,1,109.42,1,90.07,19.35,bed_bath_table,2017-12,11,Monday,0,0,
ord_000141,cust_03321,delivered,2017-11-15 16:40:00,PR,debit_card,1,343.48,1,318.65,24.83,food_drink,2017-11,16,Wednesday,1,0,5.0
ord_000142,cust_03060,delivered,2018-07-17 20:48:00,RJ,boleto,1,802.25,2,743.73,58.52,auto,2018-07,20,Tuesday,1,0,5.0
ord_000143,cust_00919,canceled,2018-07-15 20:12:00,SP,boleto,1,1225.88,2,1166.87,59.010000000000005,computers_accessories,2018-07,20,Sunday,0,0,
ord_000144,cust_00455,delivered,2018-06-10 12:36:00,RJ,credit_card,1,184.69,1,176.58,8.11,bed_bath_table,2018-06,12,Sunday,1,1,1.0
ord_000145,cust_03470,unavailable,2017-03-07 14:03:00,RJ,debit_card,1,690.63,1,654.29,36.34,computers_accessories,2017-03,14,Tuesday,0,0,
ord_000146,cust_05974,delivered,2018-03-07 12:57:00,PR,credit_card,4,463.19,1,435.24,27.95,auto,2018-03,12,Wednesday,1,1,2.0
ord_000147,cust_01462,delivered,2018-02-07 14:46:00,AP,debit_card,1,317.37,1,284.32,33.05,cool_stuff,2018-02,14,Wednesday,1,0,4.0
ord_000148,cust_03773,canceled,2017-10-10 09:56:00,RJ,boleto,1,596.44,1,579.54,16.9,stationery,2017-10,9,Tuesday,0,0,
ord_000149,cust_00551,canceled,2017-02-04 13:43:00,SP,boleto,1,192.93,1,152.97,39.96,sports_leisure,2017-02,13,Saturday,0,0,
ord_000150,cust_00462,delivered,2017-10-24 10:58:00,SP,boleto,1,575.14,2,511.42,63.72,babies,2017-10,10,Tuesday,1,1,2.0
ord_000151,cust_04560,canceled,2017-06-29 15:27:00,PB,boleto,1,1053.5,3,972.35,81.15,auto,2017-06,15,Thursday,0,0,
ord_000152,cust_02463,delivered,2017-05-28 18:58:00,PE,credit_card,4,184.74,1,169.22,15.52,health_beauty,2017-05,18,Sunday,1,1,5.0
ord_000153,cust_03039,delivered,2017-07-15 06:24:00,SP,boleto,1,420.96,1,388.12,32.84,toys,2017-07,6,Saturday,1,0,4.0
ord_000154,cust_01711,delivered,2017-12-07 11:58:00,PE,credit_card,4,336.09,1,319.11,16.98,pet_shop,2017-12,11,Thursday,1,1,2.0
ord_000155,cust_01960,delivered,2017-10-17 12:34:00,MG,boleto,1,121.93,1,77.62,44.31,housewares,2017-10,12,Tuesday,1,0,5.0
ord_000156,cust_02623,unavailable,2018-01-15 11:02:00,PA,boleto,1,437.82,1,385.86,51.96,watches_gifts,2018-01,11,Monday,0,0,
ord_000157,cust_02418,delivered,2017-12-04 10:36:00,SP,voucher,1,1437.23,3,1372.92,64.31,furniture_decor,2017-12,10,Monday,1,1,3.0
ord_000158,cust_01507,delivered,2018-07-10 23:03:00,MA,boleto,1,1126.29,3,1047.05,79.24000000000001,auto,2018-07,23,Tuesday,1,0,5.0
ord_000159,cust_05462,delivered,2018-05-10 15:01:00,MT,credit_card,3,373.8,1,355.19,18.61,cool_stuff,2018-05,15,Thursday,1,0,5.0
ord_000160,cust_03527,processing,2017-07-03 08:06:00,DF,boleto,1,819.38,2,752.94,66.44,sports_leisure,2017-07,8,Monday,0,0,
ord_000161,cust_01850,canceled,2017-03-24 15:54:00,SP,boleto,1,58.98,1,50.63,8.35,watches_gifts,2017-03,15,Friday,0,0,
ord_000162,cust_01403,delivered,2018-03-21 15:21:00,SP,boleto,1,595.19,2,535.8100000000001,59.38,books_general_interest,2018-03,15,Wednesday,1,0,5.0
ord_000163,cust_05606,delivered,2018-07-11 14:02:00,MT,credit_card,10,1191.47,3,1120.69,70.78,telephony,2018-07,14,Wednesday,1,0,4.0
ord_000164,cust_06189,delivered,2017-03-22 13:22:00,BA,credit_card,12,434.84,1,404.8,30.04,telephony,2017-03,13,Wednesday,1,1,2.0
ord_000165,cust_05194,delivered,2018-04-07 13:22:00,SP,boleto,1,100.31,1,69.42,30.89,garden_tools,2018-04,13,Saturday,1,0,5.0
ord_000166,cust_05841,canceled,2017-10-02 09:45:00,SP,boleto,1,37.71,1,18.3,19.41,bed_bath_table,2017-10,9,Monday,0,0,
ord_000167,cust_02948,delivered,2017-04-15 09:11:00,BA,credit_card,4,251.18,1,239.74,11.44,bed_bath_table,2017-04,9,Saturday,1,1,2.0
ord_000168,cust_03155,delivered,2018-02-28 12:05:00,SP,boleto,1,269.9,1,256.76,13.14,health_beauty,2018-02,12,Wednesday,1,0,4.0
ord_000169,cust_04039,delivered,2017-06-21 13:26:00,SP,credit_card,1,441.87,1,411.9,29.97,sports_leisure,2017-06,13,Wednesday,1,0,3.0
ord_000170,cust_02495,delivered,2018-02-10 11:39:00,SP,credit_card,1,604.84,1,560.79,44.05,babies,2018-02,11,Saturday,1,1,2.0
ord_000171,cust_05695,delivered,2017-11-18 09:25:00,SP,debit_card,1,531.61,1,511.55,20.06,pet_shop,2017-11,9,Saturday,1,1,2.0
ord_000172,cust_03218,delivered,2018-08-01 10:34:00,RJ,credit_card,4,1283.55,3,1194.56,88.99,housewares,2018-08,10,Wednesday,1,0,4.0
ord_000173,cust_05395,delivered,2018-03-10 18:04:00,SP,credit_card,3,633.04,1,599.45,33.59,watches_gifts,2018-03,18,Saturday,1,0,5.0
