order_id,item_number,product_category,price,freight_value
ord_000076,1,bed_bath_table,149.69,31.66
ord_000076,2,pet_shop,47.12,20.34
ord_000077,1,books_general_interest,16.8,39.76
ord_000078,1,bed_bath_table,183.51,12.69
ord_000079,1,telephony,476.8,41.62
ord_000080,1,computers_accessories,761.84,19.92
ord_000081,1,computers_accessories,674.2,12.23
ord_000082,1,cool_stuff,213.47,19.56
ord_000083,1,health_beauty,53.09,43.4
ord_000084,1,telephony,150.09,32.3
ord_000085,1,telephony,423.11,8.97
ord_000085,2,stationery,541.71,17.9
ord_000086,1,garden_tools,34.47,35.61
ord_000087,1,perfumery,46.6,11.02
ord_000088,1,auto,391.64,27.5
ord_000089,1,perfumery,198.8,12.44
ord_000089,2,housewares,288.47,12.78
ord_000090,1,electronics,494.79,29.22
ord_000090,2,cool_stuff,280.24,12.26
ord_000090,3,bed_bath_table,221.23,37.65
ord_000091,1,fashion_bags_accessories,488.59,16.2
ord_000092,1,health_beauty,80.28,17.47
ord_000093,1,pet_shop,220.24,43.93
ord_000094,1,housewares,38.88,21.64
ord_000095,1,babies,428.92,19.9
ord_000096,1,health_beauty,172.32,24.2
ord_000097,1,toys,426.04,10.44
ord_000098,1,auto,263.89,30.02
ord_000098,2,stationery,211.58,21.94
ord_000098,3,toys,531.37,32.79
ord_000099,1,sports_leisure,616.77,38.99
ord_000100,1,fashion_bags_accessories,407.45,30.1
ord_000101,1,telephony,492.77,37.0
ord_000101,2,sports_leisure,166.87,43.73
ord_000101,3,toys,589.02,15.18
ord_000102,1,telephony,569.36,9.93
ord_000103,1,housewares,340.98,38.75
ord_000104,1,bed_bath_table,157.58,19.79
ord_000105,1,housewares,405.75,41.52
ord_000105,2,bed_bath_table,151.94,13.53
ord_000106,1,garden_tools,54.88,38.96
ord_000107,1,telephony,133.94,32.72
ord_000108,1,sports_leisure,25.31,37.18
ord_000108,2,furniture_decor,624.54,31.25
ord_000108,3,perfumery,481.84,20.3
ord_000108,4,bed_bath_table,361.72,38.1
ord_000109,1,health_beauty,517.35,40.77
ord_000110,1,bed_bath_table,431.39,18.11
ord_000110,2,toys,292.46,22.8
ord_000111,1,toys,476.7,10.92
ord_000112,1,auto,238.23,9.57
ord_000113,1,food_drink,105.66,30.48
ord_000114,1,furniture_decor,649.43,29.24
ord_000114,2,watches_gifts,267.75,32.03
ord_000114,3,sports_leisure,87.04,35.22
ord_000115,1,health_beauty,62.02,14.39
ord_000116,1,cool_stuff,603.85,31.59
ord_000116,2,toys,338.06,12.49
ord_000117,1,bed_bath_table,267.83,34.53
ord_000117,2,housewares,275.85,23.15
ord_000118,1,garden_tools,130.55,43.75
ord_000118,2,computers_accessories,771.29,10.05
ord_000119,1,food_drink,189.28,31.13
ord_000120,1,furniture_decor,782.2,9.52
ord_000120,2,electronics,86.55,43.1
ord_000120,3,perfumery,183.06,15.8
ord_000121,1,housewares,452.27,13.85
ord_000122,1,furniture_decor,483.14,19.81
ord_000123,1,electronics,151.33,20.12
ord_000124,1,food_drink,335.96,43.77
ord_000125,1,perfumery,247.37,22.82
ord_000125,2,telephony,138.61,28.47
ord_000126,1,toys,230.32,42.74
ord_000127,1,watches_gifts,109.58,41.05
ord_000127,2,health_beauty,606.42,19.79
ord_000128,1,furniture_decor,575.73,44.26
ord_000128,2,telephony,520.94,34.84
ord_000129,1,garden_tools,549.14,13.47
ord_000130,1,telephony,314.47,39.39
ord_000131,1,watches_gifts,361.88,33.01
ord_000132,1,pet_shop,203.99,18.69
ord_000133,1,auto,256.11,44.27
ord_000134,1,sports_leisure,540.75,18.03
ord_000134,2,watches_gifts,187.48,12.04
ord_000135,1,auto,102.29,43.69
ord_000136,1,books_general_interest,71.81,29.24
ord_000137,1,computers_accessories,428.44,42.65
ord_000137,2,pet_shop,603.04,40.44
ord_000137,3,bed_bath_table,375.66,11.97
ord_000137,4,pet_shop,195.7,44.6
ord_000138,1,cool_stuff,23.94,20.47
ord_000139,1,health_beauty,220.49,17.18
ord_000140,1,bed_bath_table,90.07,19.35
ord_000141,1,food_drink,318.65,24.83
ord_000142,1,auto,393.34,37.13
ord_000142,2,watches_gifts,350.39,21.39
ord_000143,1,computers_accessories,581.08,34.53
ord_000143,2,housewares,585.79,24.48
ord_000144,1,bed_bath_table,176.58,8.11
ord_000145,1,computers_accessories,654.29,36.34
ord_000146,1,auto,435.24,27.95
ord_000147,1,cool_stuff,284.32,33.05
ord_000148,1,stationery,579.54,16.9
ord_000149,1,sports_leisure,152.97,39.96
ord_000150,1,babies,165.43,40.42
ord_000150,2,pet_shop,345.99,23.3
ord_000151,1,auto,513.99,19.79
ord_000151,2,computers_accessories,142.68,21.93
ord_000151,3,perfumery,315.68,39.43
ord_000152,1,health_beauty,169.22,15.52
ord_000153,1,toys,388.12,32.84
ord_000154,1,pet_shop,319.11,16.98
ord_000155,1,housewares,77.62,44.31
ord_000156,1,watches_gifts,385.86,51.96
ord_000157,1,furniture_decor,649.65,26.08
ord_000157,2,cool_stuff,484.64,25.05
ord_000157,3,cool_stuff,238.63,13.18
ord_000158,1,auto,500.36,23.26
ord_000158,2,electronics,210.55,34.17
ord_000158,3,bed_bath_table,336.14,21.81
ord_000159,1,cool_stuff,355.19,18.61
ord_000160,1,sports_leisure,267.03,21.8
ord_000160,2,computers_accessories,485.91,44.64
ord_000161,1,watches_gifts,50.63,8.35
ord_000162,1,books_general_interest,160.9,41.35
ord_000162,2,auto,374.91,18.03
ord_000163,1,telephony,492.68,34.37
ord_000163,2,computers_accessories,83.01,14.01
ord_000163,3,sports_leisure,545.0,22.4
ord_000164,1,telephony,404.8,30.04
ord_000165,1,garden_tools,69.42,30.89
ord_000166,1,bed_bath_table,18.3,19.41
ord_000167,1,bed_bath_table,239.74,11.44
ord_000168,1,health_beauty,256.76,13.14
ord_000169,1,sports_leisure,411.9,29.97
ord_000170,1,babies,560.79,44.05
ord_000171,1,pet_shop,511.55,20.06
ord_000172,1,housewares,464.81,24.22
ord_000172,2,sports_leisure,454.95,38.3
ord_000172,3,toys,274.8,26.47
ord_000173,1,watches_gifts,599.45,33.59
ord_000174,1,health_beauty,404.05,28.84
ord_000175,1,auto,155.36,21.84
ord_000176,1,food_drink,104.96,19.54
ord_000177,1,health_beauty,554.23,31.97
ord_000177,2,auto,119.36,44.4
ord_000178,1,computers_accessories,43.6,30.72
ord_000179,1,bed_bath_table,568.71,14.92
ord_000180,1,furniture_decor,717.47,30.84
ord_000181,1,auto,339.37,23.47
ord_000182,1,health_beauty,214.76,24.69
ord_000183,1,auto,278.93,39.08
ord_000184,1,cool_stuff,501.36,28.34
ord_000185,1,computers_accessories,627.06,32.19
ord_000186,1,health_beauty,483.38,33.5
ord_000186,2,electronics,523.27,23.84
ord_000187,1,sports_leisure,559.84,44.46
ord_000188,1,health_beauty,564.96,17.24
ord_000188,2,cool_stuff,541.09,36.17
ord_000189,1,perfumery,456.14,40.46
ord_000190,1,auto,554.82,37.44
ord_000191,1,housewares,233.27,33.25
ord_000192,1,fashion_bags_accessories,206.68,40.35
ord_000192,2,fashion_bags_accessories,74.27,21.34
ord_000192,3,bed_bath_table,436.96,32.01
ord_000193,1,telephony,344.85,24.47
ord_000194,1,cool_stuff,80.04,19.59
ord_000195,1,health_beauty,238.0,15.88
ord_000196,1,pet_shop,214.71,13.17
ord_000197,1,telephony,134.79,22.49
ord_000198,1,stationery,98.81,39.85
ord_000198,2,telephony,247.04,33.27
ord_000198,3,perfumery,621.08,36.5
ord_000198,4,bed_bath_table,57.88,17.7
ord_000199,1,bed_bath_table,355.72,30.79
ord_000200,1,garden_tools,423.4,19.48
ord_000200,2,computers_accessories,806.55,16.83
ord_000201,1,auto,119.03,43.26
ord_000202,1,perfumery,33.64,37.86
ord_000202,2,sports_leisure,55.56,34.36
ord_000203,1,bed_bath_table,379.43,34.74
ord_000204,1,electronics,475.89,41.82
ord_000204,2,cool_stuff,281.3,19.91
ord_000204,3,computers_accessories,614.1,18.04
ord_000205,1,housewares,194.26,39.26
ord_000206,1,telephony,328.28,36.59
ord_000207,1,auto,21.09,20.4
ord_000208,1,bed_bath_table,600.01,41.2
ord_000209,1,bed_bath_table,435.65,12.84
ord_000210,1,telephony,113.69,14.08
ord_000210,2,housewares,273.14,27.83
ord_000211,1,sports_leisure,558.92,13.49
ord_000212,1,watches_gifts,364.33,11.5
ord_000212,2,bed_bath_table,519.07,12.49
ord_000213,1,bed_bath_table,648.2,15.32
ord_000213,2,garden_tools,528.9,11.4
ord_000213,3,electronics,687.24,12.53
ord_000214,1,sports_leisure,133.84,18.35
ord_000215,1,computers_accessories,365.58,31.78
ord_000216,1,housewares,261.62,14.65
ord_000216,2,furniture_decor,200.3,41.14
ord_000216,3,toys,52.21,44.69
ord_000217,1,pet_shop,154.33,39.32
ord_000218,1,furniture_decor,488.1,13.26
ord_000219,1,bed_bath_table,597.86,15.45
ord_000220,1,pet_shop,252.23,42.85
ord_000220,2,computers_accessories,102.9,19.17
ord_000221,1,sports_leisure,388.98,14.49
ord_000221,2,furniture_decor,587.86,12.71
ord_000222,1,pet_shop,155.27,28.93
ord_000222,2,stationery,104.31,35.58
ord_000222,3,sports_leisure,638.81,14.21
ord_000223,1,bed_bath_table,15.81,22.28
ord_000224,1,perfumery,158.25,24.7
ord_000225,1,fashion_bags_accessories,74.12,29.98
ord_000226,1,health_beauty,135.64,33.8
ord_000227,1,bed_bath_table,17.42,11.24
ord_000228,1,toys,314.05,41.11
ord_000229,1,sports_leisure,54.14,35.83
ord_000230,1,computers_accessories,461.57,40.08
ord_000230,2,housewares,574.85,25.62
ord_000231,1,perfumery,124.78,44.42
ord_000232,1,telephony,218.04,34.9
ord_000233,1,telephony,511.37,12.16
ord_000234,1,furniture_decor,358.69,22.17
ord_000235,1,fashion_bags_accessories,225.5,16.79
ord_000236,1,auto,632.54,16.43
ord_000236,2,furniture_decor,633.44,36.64
ord_000237,1,computers_accessories,65.9,37.29
ord_000238,1,health_beauty,51.59,9.22
ord_000238,2,bed_bath_table,243.84,15.37
ord_000239,1,housewares,624.93,25.56
ord_000240,1,telephony,627.72,39.71
ord_000241,1,health_beauty,124.98,37.63
ord_000242,1,housewares,153.56,19.18
ord_000242,2,watches_gifts,410.99,29.63
ord_000243,1,furniture_decor,247.74,20.03
ord_000244,1,babies,271.6,19.82
ord_000244,2,health_beauty,31.16,26.4
ord_000245,1,watches_gifts,513.41,41.54
ord_000246,1,sports_leisure,528.3,36.23
ord_000247,1,furniture_decor,722.18,38.11
ord_000248,1,computers_accessories,738.39,13.58
ord_000249,1,pet_shop,214.02,10.15
ord_000250,1,computers_accessories,373.98,23.87
ord_000251,1,bed_bath_table,480.84,16.37
ord_000252,1,watches_gifts,347.81,24.05
ord_000253,1,sports_leisure,476.75,12.85
ord_000254,1,bed_bath_table,83.65,38.94
ord_000255,1,computers_accessories,102.86,27.25
ord_000256,1,telephony,509.0,38.77
ord_000257,1,bed_bath_table,71.52,12.09
ord_000258,1,furniture_decor,402.76,11.69
ord_000258,2,health_beauty,40.05,18.75
ord_000258,3,toys,213.57,35.33
ord_000258,4,bed_bath_table,496.46,9.7
ord_000259,1,babies,131.12,22.83
ord_000260,1,bed_bath_table,613.47,13.9
ord_000261,1,auto,547.47,44.02
ord_000262,1,watches_gifts,487.2,34.78
ord_000262,2,sports_leisure,621.91,40.31
ord_000263,1,fashion_bags_accessories,404.2,8.43
ord_000263,2,stationery,336.04,25.36
ord_000264,1,computers_accessories,694.02,10.92
ord_000265,1,bed_bath_table,271.18,9.33
ord_000265,2,watches_gifts,539.45,37.3
ord_000266,1,watches_gifts,408.55,25.51
ord_000267,1,sports_leisure,346.46,33.98
ord_000267,2,bed_bath_table,119.24,13.2
ord_000267,3,cool_stuff,473.19,11.96
ord_000268,1,housewares,433.12,43.38
ord_000268,2,health_beauty,331.76,27.62
ord_000269,1,health_beauty,532.68,11.83
ord_000270,1,computers_accessories,302.53,18.88
ord_000271,1,garden_tools,142.56,31.09
ord_000271,2,sports_leisure,234.26,32.88
ord_000271,3,pet_shop,427.8,43.46
ord_000272,1,auto,582.6,27.75
ord_000273,1,auto,107.98,10.3
ord_000273,2,toys,144.54,28.02
ord_000273,3,furniture_decor,393.12,30.8
ord_000273,4,auto,371.8,16.3
ord_000274,1,computers_accessories,363.38,37.16
ord_000275,1,garden_tools,465.56,21.61
ord_000276,1,health_beauty,40.8,18.33
ord_000276,2,sports_leisure,117.19,39.3
ord_000277,1,garden_tools,326.5,29.19
ord_000278,1,furniture_decor,748.74,32.54
ord_000279,1,housewares,589.36,30.71
ord_000280,1,bed_bath_table,343.21,36.51
ord_000280,2,watches_gifts,338.05,26.01
ord_000281,1,garden_tools,148.85,31.29
ord_000282,1,bed_bath_table,61.51,14.59
ord_000283,1,furniture_decor,341.03,12.38
ord_000284,1,auto,400.17,18.42
ord_000285,1,pet_shop,106.49,33.06
ord_000286,1,food_drink,208.48,35.69
ord_000287,1,auto,375.23,10.01
ord_000288,1,food_drink,241.78,32.84
ord_000289,1,furniture_decor,280.63,35.77
ord_000290,1,furniture_decor,271.67,28.41
ord_000291,1,fashion_bags_accessories,554.49,31.37
ord_000291,2,babies,382.6,36.46
ord_000292,1,electronics,130.02,26.54
ord_000293,1,pet_shop,482.31,25.89
ord_000294,1,housewares,303.7,9.72
ord_000295,1,computers_accessories,331.97,29.74
ord_000296,1,toys,578.35,8.24
ord_000297,1,sports_leisure,530.09,34.65
ord_000298,1,bed_bath_table,378.39,10.07
ord_000299,1,sports_leisure,400.14,25.44
ord_000299,2,housewares,154.3,23.2
ord_000299,3,health_beauty,384.98,36.4
ord_000300,1,bed_bath_table,346.92,41.65
ord_000301,1,watches_gifts,492.76,11.45
ord_000301,2,garden_tools,587.76,27.95
ord_000302,1,housewares,503.11,20.97
ord_000302,2,toys,591.49,38.98
ord_000302,3,telephony,285.19,17.42
ord_000303,1,health_beauty,19.57,32.22
ord_000304,1,sports_leisure,447.18,35.93
ord_000305,1,cool_stuff,557.92,32.39
ord_000306,1,auto,48.05,22.4
ord_000307,1,stationery,269.41,32.28
ord_000307,2,sports_leisure,626.84,10.13
ord_000308,1,watches_gifts,458.52,30.76
ord_000308,2,auto,243.43,32.24
ord_000309,1,books_general_interest,363.99,52.3
ord_000310,1,computers_accessories,107.39,10.68
ord_000311,1,perfumery,496.0,43.57
ord_000312,1,sports_leisure,215.49,43.35
ord_000313,1,furniture_decor,757.76,17.96
ord_000314,1,health_beauty,173.56,30.89
ord_000315,1,garden_tools,327.64,44.46
ord_000316,1,watches_gifts,334.07,22.57
ord_000317,1,health_beauty,383.94,20.04
ord_000318,1,auto,251.42,39.61
ord_000319,1,health_beauty,523.02,35.33
ord_000319,2,housewares,21.19,23.6
ord_000320,1,auto,53.12,38.11
ord_000321,1,health_beauty,565.78,43.64
ord_000322,1,cool_stuff,579.92,22.1
ord_000323,1,furniture_decor,278.28,32.16
ord_000324,1,housewares,121.25,39.61
ord_000325,1,bed_bath_table,267.1,36.3
ord_000326,1,electronics,43.09,32.55
ord_000327,1,auto,127.42,30.11
ord_000327,2,garden_tools,418.77,28.87
ord_000327,3,watches_gifts,421.1,19.46
ord_000328,1,babies,553.45,20.72
ord_000329,1,watches_gifts,134.74,40.64
ord_000329,2,computers_accessories,225.79,34.45
ord_000330,1,sports_leisure,426.77,27.68
ord_000331,1,housewares,218.61,13.63
ord_000332,1,bed_bath_table,152.91,23.55
ord_000333,1,computers_accessories,467.9,22.08
ord_000334,1,pet_shop,141.48,35.21
ord_000335,1,garden_tools,141.19,40.84
ord_000336,1,computers_accessories,220.17,43.85
ord_000337,1,pet_shop,497.32,10.22
ord_000338,1,fashion_bags_accessories,480.57,8.79
ord_000339,1,health_beauty,235.77,35.1
ord_000340,1,housewares,507.71,26.72
ord_000341,1,auto,501.24,13.7
ord_000342,1,bed_bath_table,82.98,15.09
ord_000343,1,bed_bath_table,599.86,32.26
ord_000344,1,bed_bath_table,406.75,27.57
ord_000344,2,cool_stuff,544.88,10.88
ord_000345,1,health_beauty,490.74,23.36
ord_000346,1,health_beauty,649.01,24.39
ord_000347,1,sports_leisure,361.47,21.88
ord_000348,1,watches_gifts,645.82,19.17
ord_000349,1,telephony,377.97,11.49
ord_000350,1,telephony,153.07,10.86
ord_000351,1,computers_accessories,663.49,42.11
ord_000351,2,furniture_decor,745.77,24.07
ord_000352,1,watches_gifts,217.77,28.9
ord_000353,1,telephony,72.2,23.98
ord_000353,2,toys,108.99,20.44
ord_000354,1,housewares,140.8,22.63
ord_000354,2,telephony,371.34,44.89
ord_000355,1,health_beauty,233.77,32.25
ord_000356,1,health_beauty,477.59,11.18
ord_000357,1,health_beauty,356.63,15.54
ord_000358,1,sports_leisure,53.17,15.43
ord_000359,1,bed_bath_table,200.73,40.69
ord_000360,1,pet_shop,371.04,34.36
ord_000361,1,sports_leisure,636.19,26.55
ord_000362,1,bed_bath_table,257.7,43.54
ord_000363,1,garden_tools,383.95,33.31
ord_000364,1,watches_gifts,115.36,10.51
ord_000365,1,furniture_decor,635.0,38.4
ord_000365,2,garden_tools,483.85,13.62
ord_000365,3,health_beauty,98.53,8.97
ord_000366,1,toys,100.15,39.31
ord_000367,1,food_drink,156.32,32.84
ord_000367,2,health_beauty,144.9,14.55
ord_000367,3,food_drink,293.95,30.83
ord_000368,1,telephony,486.47,29.97
ord_000369,1,computers_accessories,626.38,28.63
ord_000370,1,computers_accessories,525.64,10.02
ord_000371,1,computers_accessories,286.52,8.92
ord_000372,1,health_beauty,87.49,24.63
ord_000373,1,furniture_decor,738.76,39.92
ord_000374,1,health_beauty,143.81,31.03
ord_000375,1,housewares,275.45,10.94
ord_000376,1,garden_tools,38.32,39.59
ord_000377,1,auto,392.81,37.13
ord_000378,1,perfumery,550.5,10.4
ord_000378,2,housewares,92.48,39.8
ord_000379,1,housewares,452.3,42.55
ord_000379,2,pet_shop,197.36,30.53
ord_000379,3,furniture_decor,453.21,44.82
ord_000379,4,furniture_decor,126.58,28.82
ord_000380,1,housewares,520.93,35.29
ord_000381,1,sports_leisure,516.77,29.08
ord_000382,1,health_beauty,544.48,42.12
ord_000382,2,housewares,316.31,9.32
ord_000383,1,watches_gifts,373.74,33.09
ord_000384,1,bed_bath_table,639.6,31.18
ord_000385,1,cool_stuff,187.4,11.21
ord_000385,2,fashion_bags_accessories,250.96,38.69
ord_000386,1,toys,589.65,13.7
ord_000387,1,watches_gifts,645.38,15.59
ord_000387,2,bed_bath_table,261.12,40.0
ord_000387,3,health_beauty,212.47,9.63
ord_000387,4,electronics,739.23,20.33
ord_000388,1,sports_leisure,217.66,24.32
ord_000389,1,furniture_decor,282.41,13.24
ord_000390,1,housewares,443.94,11.92
ord_000391,1,health_beauty,496.59,37.94
ord_000392,1,auto,465.99,25.22
ord_000393,1,fashion_bags_accessories,302.83,9.12
ord_000393,2,housewares,238.16,25.07
ord_000394,1,watches_gifts,269.52,23.3
ord_000394,2,garden_tools,362.95,44.03
ord_000395,1,watches_gifts,164.96,32.52
ord_000395,2,bed_bath_table,606.1,29.24
ord_000396,1,babies,504.8,22.02
ord_000397,1,health_beauty,352.35,22.43
ord_000398,1,books_general_interest,643.83,29.56
ord_000399,1,watches_gifts,636.47,12.06
ord_000400,1,health_beauty,103.31,28.55
ord_000401,1,pet_shop,101.22,13.08
ord_000402,1,sports_leisure,284.73,8.27
ord_000403,1,furniture_decor,498.51,43.58
ord_000404,1,cool_stuff,624.86,10.89
ord_000405,1,telephony,225.51,21.06
ord_000405,2,pet_shop,202.08,14.2
ord_000405,3,auto,394.5,19.25
ord_000406,1,bed_bath_table,322.82,12.69
ord_000406,2,bed_bath_table,512.69,17.33
ord_000407,1,health_beauty,511.91,16.74
ord_000408,1,housewares,645.93,36.5
ord_000409,1,health_beauty,121.43,22.75
ord_000409,2,furniture_decor,635.45,35.84
ord_000410,1,housewares,445.84,43.59
ord_000410,2,auto,41.05,41.96
ord_000410,3,garden_tools,622.18,23.98
ord_000411,1,sports_leisure,441.65,36.51
ord_000412,1,watches_gifts,450.29,21.01
ord_000413,1,telephony,92.34,43.44
ord_000414,1,garden_tools,63.08,24.78
ord_000415,1,pet_shop,178.98,38.07
ord_000416,1,bed_bath_table,295.4,17.58
ord_000417,1,sports_leisure,459.54,41.47
ord_000418,1,food_drink,534.42,25.84
ord_000419,1,pet_shop,66.09,25.01
ord_000420,1,garden_tools,243.13,11.14
ord_000420,2,garden_tools,481.93,13.18
ord_000421,1,babies,628.77,12.91
ord_000421,2,furniture_decor,298.29,52.02
ord_000421,3,computers_accessories,194.24,48.29
ord_000422,1,garden_tools,314.22,41.97
ord_000423,1,bed_bath_table,534.09,12.22
ord_000423,2,telephony,405.92,10.34
ord_000424,1,telephony,228.04,12.47
ord_000424,2,health_beauty,278.62,33.76
ord_000425,1,perfumery,24.93,26.02
ord_000426,1,health_beauty,421.29,27.35
ord_000427,1,furniture_decor,365.21,28.64
ord_000427,2,health_beauty,641.49,44.14
ord_000428,1,auto,630.04,25.55
ord_000428,2,health_beauty,440.54,9.6
ord_000429,1,housewares,88.7,41.12
ord_000429,2,cool_stuff,391.37,20.06
ord_000430,1,sports_leisure,314.08,25.92
ord_000431,1,health_beauty,454.55,10.21
ord_000432,1,food_drink,590.04,29.39
ord_000432,2,watches_gifts,160.86,23.23
ord_000433,1,telephony,581.31,29.9
ord_000434,1,housewares,521.74,38.39
ord_000435,1,pet_shop,25.12,32.75
ord_000436,1,toys,250.22,25.18
ord_000437,1,toys,515.18,11.0
ord_000438,1,health_beauty,369.83,10.48
ord_000439,1,cool_stuff,158.15,21.05
ord_000440,1,cool_stuff,445.73,27.72
ord_000441,1,food_drink,84.45,18.21
ord_000442,1,cool_stuff,28.64,15.0
ord_000443,1,toys,323.7,32.64
ord_000444,1,furniture_decor,257.36,39.28
ord_000445,1,health_beauty,464.65,41.47
ord_000446,1,cool_stuff,437.63,44.19
ord_000447,1,health_beauty,631.05,28.21
ord_000447,2,watches_gifts,426.0,18.94
ord_000447,3,fashion_bags_accessories,630.7,35.9
ord_000448,1,bed_bath_table,445.54,12.32
ord_000449,1,perfumery,139.28,11.09
ord_000449,2,electronics,578.42,43.43
ord_000450,1,cool_stuff,286.55,22.29
ord_000451,1,toys,198.28,37.81
ord_000451,2,pet_shop,284.13,41.17
ord_000451,3,health_beauty,387.86,11.18
ord_000451,4,health_beauty,316.38,40.1
ord_000452,1,telephony,595.94,15.37
ord_000453,1,sports_leisure,517.42,13.7
ord_000453,2,furniture_decor,548.28,31.55
ord_000454,1,housewares,631.35,30.16
ord_000454,2,furniture_decor,416.14,24.13
ord_000455,1,sports_leisure,384.35,13.41
ord_000456,1,garden_tools,63.78,15.17
ord_000457,1,auto,452.1,11.55
ord_000458,1,health_beauty,155.41,14.97
ord_000459,1,health_beauty,26.04,20.88
ord_000460,1,sports_leisure,559.08,13.27
ord_000460,2,sports_leisure,94.59,12.82
ord_000461,1,books_general_interest,42.48,19.16
ord_000462,1,cool_stuff,191.13,29.45
ord_000463,1,health_beauty,193.98,41.36
